[༄༅། །​སྒྲོལ་མའི་སྒྲུབ་ཐབས།༄༅༅། །​_50_],སྒྲོལ་མའི་སྒྲུབ་ཐབས།༄། །​_25_,༄༅༅། །​_25_,༄༅། །​སྒྲོལ་མའི་སྒྲུབ་ཐབས།༄༅༅། །​_50_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[བཅིངས་_100_],བཅིངས་_100_,བཅིངས་_100_,བཅིངས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[མཛུབ་_100_],མཛུབ་_100_,མཛུབ་_100_,མཛུབ་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[བཀུག་_100_],བཀུག་_100_,བཀུག་_100_,བཀུག་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[རྩེ་_100_],རྩེ་_100_,རྩེ་_100_,རྩེ་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[སྤྲད་_100_],སྤྲད་_100_,སྤྲད་_100_,སྤྲད་_100_
[མཐེ་_100_],མཐེ་_100_,མཐེ་_100_,མཐེ་_100_
[བོང་_100_],བོང་_100_,བོང་_100_,བོང་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[གུང་_100_],གུང་_100_,གུང་_100_,གུང་_100_
[མོའི་_100_],མོའི་_100_,མོའི་_100_,མོའི་_100_
[རྒྱབ་_100_],རྒྱབ་_100_,རྒྱབ་_100_,རྒྱབ་_100_
[ཏུ་_100_],ཏུ་_100_,ཏུ་_100_,ཏུ་_100_
[བརྐྱང་_100_],བརྐྱང་_100_,བརྐྱང་_100_,བརྐྱང་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[དཔྲལ་_100_],དཔྲལ་_100_,དཔྲལ་_100_,དཔྲལ་_100_
[བར་_75_],བར་_75_,བར་_75_,པར་_25_
[གཏུགས་_100_],གཏུགས་_100_,གཏུགས་_100_,གཏུགས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[ཏཱ་_100_],ཏཱ་_100_,ཏཱ་_100_,ཏཱ་_100_
[སྭཱ་_100_],སྭཱ་_100_,སྭཱ་_100_,སྭཱ་_100_
[ཧཱ་_100_],ཧཱ་_100_,ཧཱ་_100_,ཧཱ་_100_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བརྗོད་_100_],བརྗོད་_100_,བརྗོད་_100_,བརྗོད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[དཔྲལ་_100_],དཔྲལ་_100_,དཔྲལ་_100_,དཔྲལ་_100_
[བའི་_75_],བའི་_75_,བའི་_75_,པའི་_25_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[རྒྱའོ_100_],རྒྱའོ_100_,རྒྱའོ_100_,རྒྱའོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ཐལ་_100_],ཐལ་_100_,ཐལ་_100_,ཐལ་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[ཁོང་_100_],ཁོང་_100_,ཁོང་_100_,ཁོང་_100_
[སྟོང་_100_],སྟོང་_100_,སྟོང་_100_,སྟོང་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[བྱས་_100_],བྱས་_100_,བྱས་_100_,བྱས་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[མཐེ་_100_],མཐེ་_100_,མཐེ་_100_,མཐེ་_100_
[བོང་_100_],བོང་_100_,བོང་_100_,བོང་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[ནང་_100_],ནང་_100_,ནང་_100_,ནང་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[བཀུག་_100_],བཀུག་_100_,བཀུག་_100_,བཀུག་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[མིག་_100_],མིག་_100_,མིག་_100_,མིག་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[སུ་_100_],སུ་_100_,སུ་_100_,སུ་_100_
[གཏུགས་_100_],གཏུགས་_100_,གཏུགས་_100_,གཏུགས་_100_
[ཤིང་_100_],ཤིང་_100_,ཤིང་_100_,ཤིང་_100_
[རེ་_100_],རེ་_100_,རེ་_100_,རེ་_100_
[སྭཱ་_100_],སྭཱ་_100_,སྭཱ་_100_,སྭཱ་_100_
[ཧཱ་_100_],ཧཱ་_100_,ཧཱ་_100_,ཧཱ་_100_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བརྗོད་_100_],བརྗོད་_100_,བརྗོད་_100_,བརྗོད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[མིག་_100_],མིག་_100_,མིག་_100_,མིག་_100_
[གི་_100_],གི་_100_,གི་_100_,གི་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[རྒྱའོ_100_],རྒྱའོ_100_,རྒྱའོ_100_,རྒྱའོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ཁུ་_100_],ཁུ་_100_,ཁུ་_100_,ཁུ་_100_
[ཚུར་_100_],ཚུར་_100_,ཚུར་_100_,ཚུར་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
བཅངས་(བཅིངས་)_25_,[བཅངས་_75_],བཅངས་_75_,བཅངས་_75_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[མཛུབ་_100_],མཛུབ་_100_,མཛུབ་_100_,མཛུབ་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[བཞིན་_100_],བཞིན་_100_,བཞིན་_100_,བཞིན་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[བཀུག་_100_],བཀུག་_100_,བཀུག་_100_,བཀུག་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[རྩེ་_100_],རྩེ་_100_,རྩེ་_100_,རྩེ་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[སྤྲད་_100_],སྤྲད་_100_,སྤྲད་_100_,སྤྲད་_100_
[མཐེ་_100_],མཐེ་_100_,མཐེ་_100_,མཐེ་_100_
[བོང་_100_],བོང་_100_,བོང་_100_,བོང་_100_
[གུང་_100_],གུང་_100_,གུང་_100_,གུང་_100_
[མོའི་_100_],མོའི་_100_,མོའི་_100_,མོའི་_100_
[སྟེང་_100_],སྟེང་_100_,སྟེང་_100_,སྟེང་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[བརྐྱང་_100_],བརྐྱང་_100_,བརྐྱང་_100_,བརྐྱང་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[མགྲིན་_100_],མགྲིན་_100_,མགྲིན་_100_,མགྲིན་_100_
[པར་_100_],པར་_100_,པར་_100_,པར་_100_
[གཏུགས་_100_],གཏུགས་_100_,གཏུགས་_100_,གཏུགས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[ཏུཏ་_50_],ཏུཏ་_50_,ཏུ་ཏ་_50_,ཏུ་ཏ་_50_
[སྭཱ་_100_],སྭཱ་_100_,སྭཱ་_100_,སྭཱ་_100_
[ཧཱ་_100_],ཧཱ་_100_,ཧཱ་_100_,ཧཱ་_100_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བརྗོད་_100_],བརྗོད་_100_,བརྗོད་_100_,བརྗོད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[མགྲིན་_100_],མགྲིན་_100_,མགྲིན་_100_,མགྲིན་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[རྒྱའོ_100_],རྒྱའོ_100_,རྒྱའོ_100_,རྒྱའོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ཁུ་_100_],ཁུ་_100_,ཁུ་_100_,ཁུ་_100_
[ཚུར་_100_],ཚུར་_100_,ཚུར་_100_,ཚུར་_100_
[བཅིངས་_100_],བཅིངས་_100_,བཅིངས་_100_,བཅིངས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[མཐེ་_100_],མཐེ་_100_,མཐེ་_100_,མཐེ་_100_
[བོང་_100_],བོང་_100_,བོང་_100_,བོང་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[མཛུབ་_100_],མཛུབ་_100_,མཛུབ་_100_,མཛུབ་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[གྱེད་_100_],གྱེད་_100_,གྱེད་_100_,གྱེད་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[དཔུང་_100_],དཔུང་_100_,དཔུང་_100_,དཔུང་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[སྟེང་_100_],སྟེང་_100_,སྟེང་_100_,སྟེང་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[གཏུགས་_100_],གཏུགས་_100_,གཏུགས་_100_,གཏུགས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[ཏཱ་_100_],ཏཱ་_100_,ཏཱ་_100_,ཏཱ་_100_
[སྭཱ་_100_],སྭཱ་_100_,སྭཱ་_100_,སྭཱ་_100_
[ཧཱ་_100_],ཧཱ་_100_,ཧཱ་_100_,ཧཱ་_100_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[དཔུང་_100_],དཔུང་_100_,དཔུང་_100_,དཔུང་_100_
[པའི་_100_],པའི་_100_,པའི་_100_,པའི་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[རྒྱའོ_100_],རྒྱའོ_100_,རྒྱའོ_100_,རྒྱའོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ཐལ་_100_],ཐལ་_100_,ཐལ་_100_,ཐལ་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[སྦྱར་_100_],སྦྱར་_100_,སྦྱར་_100_,སྦྱར་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[མཐེ་_100_],མཐེ་_100_,མཐེ་_100_,མཐེ་_100_
[བོང་_100_],བོང་_100_,བོང་_100_,བོང་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[བསླང་_100_],བསླང་_100_,བསླང་_100_,བསླང་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[གྱེད་_100_],གྱེད་_100_,གྱེད་_100_,གྱེད་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[སྙིང་_100_],སྙིང་_100_,སྙིང་_100_,སྙིང་_100_
[གར་_100_],གར་_100_,གར་_100_,གར་_100_
[གཏུགས་_100_],གཏུགས་_100_,གཏུགས་_100_,གཏུགས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[རེ་_100_],རེ་_100_,རེ་_100_,རེ་_100_
[སྭཱ་_100_],སྭཱ་_100_,སྭཱ་_100_,སྭཱ་_100_
[ཧཱ་_100_],ཧཱ་_100_,ཧཱ་_100_,ཧཱ་_100_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[སྙིང་_100_],སྙིང་_100_,སྙིང་_100_,སྙིང་_100_
[གའི་_100_],གའི་_100_,གའི་_100_,གའི་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[རྒྱའོ_100_],རྒྱའོ_100_,རྒྱའོ_100_,རྒྱའོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ཁུ་_100_],ཁུ་_100_,ཁུ་_100_,ཁུ་_100_
[ཚུར་_100_],ཚུར་_100_,ཚུར་_100_,ཚུར་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[བཅིངས་_100_],བཅིངས་_100_,བཅིངས་_100_,བཅིངས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[མཐེ་_100_],མཐེ་_100_,མཐེ་_100_,མཐེ་_100_
[བོང་_100_],བོང་_100_,བོང་_100_,བོང་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[མཐེའུ་_100_],མཐེའུ་_100_,མཐེའུ་_100_,མཐེའུ་_100_
[ཆུང་_100_],ཆུང་_100_,ཆུང་_100_,ཆུང་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[བརྐྱང་_100_],བརྐྱང་_100_,བརྐྱང་_100_,བརྐྱང་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[གུང་_100_],གུང་_100_,གུང་_100_,གུང་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[རྩེ་_100_],རྩེ་_100_,རྩེ་_100_,རྩེ་_100_
[སྤྲད་_100_],སྤྲད་_100_,སྤྲད་_100_,སྤྲད་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_
[བཀུག་_100_],བཀུག་_100_,བཀུག་_100_,བཀུག་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[ལྟེ་_100_],ལྟེ་_100_,ལྟེ་_100_,ལྟེ་_100_
[བར་_100_],བར་_100_,བར་_100_,བར་_100_
[གཏུགས་_100_],གཏུགས་_100_,གཏུགས་_100_,གཏུགས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[ཏུ་_100_],ཏུ་_100_,ཏུ་_100_,ཏུ་_100_
[སྭཱ་_100_],སྭཱ་_100_,སྭཱ་_100_,སྭཱ་_100_
[ཧཱ་_100_],ཧཱ་_100_,ཧཱ་_100_,ཧཱ་_100_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
[ནི་_100_],ནི་_100_,ནི་_100_,ནི་_100_
[ལྟེ་_100_],ལྟེ་_100_,ལྟེ་_100_,ལྟེ་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[རྒྱའོ_100_],རྒྱའོ_100_,རྒྱའོ_100_,རྒྱའོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_
[ཁུ་_100_],ཁུ་_100_,ཁུ་_100_,ཁུ་_100_
[ཚུར་_100_],ཚུར་_100_,ཚུར་_100_,ཚུར་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[བཅིངས་_100_],བཅིངས་_100_,བཅིངས་_100_,བཅིངས་_100_
[ཏེ་_100_],ཏེ་_100_,ཏེ་_100_,ཏེ་_100_
[མཐེ་_100_],མཐེ་_100_,མཐེ་_100_,མཐེ་_100_
[བོང་_100_],བོང་_100_,བོང་_100_,བོང་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[མཛུབ་_100_],མཛུབ་_100_,མཛུབ་_100_,མཛུབ་_100_
[མོའི་_100_],མོའི་_100_,མོའི་_100_,མོའི་_100_
[སྟེང་_100_],སྟེང་_100_,སྟེང་_100_,སྟེང་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[བརྐྱང་_100_],བརྐྱང་_100_,བརྐྱང་_100_,བརྐྱང་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[གུང་_100_],གུང་_100_,གུང་_100_,གུང་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[རང་_100_],རང་_100_,རང་_100_,རང་_100_
[སོར་_100_],སོར་_100_,སོར་_100_,སོར་_100_
[བརྐྱང་_100_],བརྐྱང་_100_,བརྐྱང་_100_,བརྐྱང་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[རྩེ་_100_],རྩེ་_100_,རྩེ་_100_,རྩེ་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_
[གཉིས་_100_],གཉིས་_100_,གཉིས་_100_,གཉིས་_100_
[སྤྲད་_100_],སྤྲད་_100_,སྤྲད་_100_,སྤྲད་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[བག་_100_],བག་_100_,བག་_100_,བག་_100_
[ཙམ་_100_],ཙམ་_100_,ཙམ་_100_,ཙམ་_100_
[བསྐུམ་_100_],བསྐུམ་_100_,བསྐུམ་_100_,བསྐུམ་_100_
[སྟེ_100_],སྟེ_100_,སྟེ_100_,སྟེ_100_
[། _100_],། _100_,། _100_,། _100_
[གསང་_100_],གསང་_100_,གསང་_100_,གསང་_100_
[བའི་_100_],བའི་_100_,བའི་_100_,བའི་_100_
[གནས་_100_],གནས་_100_,གནས་_100_,གནས་_100_
[སུ་_100_],སུ་_100_,སུ་_100_,སུ་_100_
[གཏུགས་_100_],གཏུགས་_100_,གཏུགས་_100_,གཏུགས་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[རེ་_100_],རེ་_100_,རེ་_100_,རེ་_100_
[སྭཱ་_100_],སྭཱ་_100_,སྭཱ་_100_,སྭཱ་_100_
[ཧཱ་_100_],ཧཱ་_100_,ཧཱ་_100_,ཧཱ་_100_
[ཞེས་_100_],ཞེས་_100_,ཞེས་_100_,ཞེས་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_
